,ModelType,agents,decay_limit,discount_rate,epsilon,epsilon_decay,hidden_size,learning_rate,lookback,n1,n2,num_layers,tn_mean_score,tn_mean_time,tn_rank,tr_cooperation_percentage,tr_cumul_regret,tr_cumul_reward,tr_defection_percentage,tr_final_loss,tr_mean_reward
2520,,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.2,1.0,,,,732.2983870967741,1.32667,23.0,0.709401875,973023.0,3826977.0,0.290598125,,2.391860625
2521,,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.2,1.0,,,,707.241935483871,1.794102,24.0,0.7105225,973492.0,3826508.0,0.2894775,,2.3915675
2522,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,691.7629032258064,1.4461109999999997,23.0,0.804865,485581.0,3714419.0,0.195135,,2.6531564285714286
2523,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,740.7645161290322,1.2338089999999995,19.0,0.8068378571428572,483763.0,3716237.0,0.1931621428571428,,2.654455
2524,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,452.058064516129,4.928431,29.0,0.8019292857142857,492972.0,3707028.0,0.1980707142857143,,2.647877142857143
2525,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,696.9758064516129,1.4359880000000005,25.0,0.8075014285714286,486426.0,3713574.0,0.1924985714285714,,2.652552857142857
2526,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,726.75,1.4239969999999995,23.0,0.8060314285714286,484260.0,3715740.0,0.1939685714285714,,2.6541
2527,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,743.9903225806452,1.382936,17.0,0.8026414285714286,497453.0,3702547.0,0.1973585714285714,,2.6446764285714286
2528,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,692.1564516129032,1.2560159999999996,25.0,0.8047828571428571,494774.0,3705226.0,0.1952171428571428,,2.64659
2529,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,737.9225806451612,1.5377069999999993,22.0,0.80398,488099.0,3711901.0,0.19602,,2.651357857142857
2530,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,733.7193548387097,1.4035139999999997,21.0,0.8049107142857143,495669.0,3704331.0,0.1950892857142857,,2.645950714285714
2531,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,736.3112903225806,1.0760040000000002,16.0,0.8057571428571428,479595.0,3720405.0,0.1942428571428571,,2.657432142857143
2532,,"TitForTat,Nydegger,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,471.291935483871,6.505488999999999,26.0,0.8308716666666667,489750.0,3110250.0,0.1691283333333333,,2.591875
2533,,"TitForTat,Nydegger,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,696.3370967741936,0.9513389999999996,24.0,0.831035,496521.0,3103479.0,0.168965,,2.5862325
2534,,"TitForTat,Nydegger,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,725.5596774193548,1.4310149999999997,21.0,0.829495,496377.0,3103623.0,0.170505,,2.5863525
2535,,"TitForTat,Nydegger,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,763.4354838709677,1.260997,16.0,0.8325016666666667,496002.0,3103998.0,0.1674983333333333,,2.586665
2536,,"TitForTat,Nydegger,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,721.258064516129,2.312902,20.0,0.8343733333333333,489138.0,3110862.0,0.1656266666666666,,2.592385
2537,,"TitForTat,Nydegger,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,461.6741935483871,7.196814999999999,27.0,0.8301475,494408.0,3105592.0,0.1698525,,2.5879933333333334
2538,,"TitForTat,Nydegger,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,475.35,6.927281000000004,27.0,0.8324791666666667,487775.0,3112225.0,0.1675208333333333,,2.5935208333333333
2539,,"TitForTat,Nydegger,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,724.1725806451612,1.450565,24.0,0.834385,499421.0,3100579.0,0.165615,,2.583815833333333
2540,,"TitForTat,Nydegger,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,685.3274193548388,1.714059,24.0,0.8345725,482564.0,3117436.0,0.1654275,,2.597863333333333
2541,,"TitForTat,Nydegger,TidemanAndChieruzzi,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,704.8193548387097,1.980034,23.0,0.8344141666666667,490516.0,3109484.0,0.1655858333333333,,2.591236666666666
2542,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman,Shubik",,0.99,0.01,0.0,,0.1,1.0,,,,446.6951612903226,2.997243,30.0,0.814755,721530.0,4078470.0,0.185245,,2.54904375
2543,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman,Shubik",,0.99,0.01,0.0,,0.1,1.0,,,,444.4241935483871,8.598450000000003,28.0,0.816084375,722483.0,4077517.0,0.183915625,,2.548448125
2544,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman,Shubik",,0.99,0.01,0.0,,0.1,1.0,,,,706.4516129032259,0.8497709999999999,25.0,0.815963125,712313.0,4087687.0,0.184036875,,2.554804375
2545,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman,Shubik",,0.99,0.01,0.0,,0.1,1.0,,,,669.2,0.948261,25.0,0.81722375,712984.0,4087016.0,0.18277625,,2.554385
2546,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman,Shubik",,0.99,0.01,0.0,,0.1,1.0,,,,656.6532258064516,0.7272670000000001,25.0,0.813950625,709836.0,4090164.0,0.186049375,,2.5563525
2547,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman,Shubik",,0.99,0.01,0.0,,0.1,1.0,,,,742.666129032258,0.971008,18.0,0.8145075,709080.0,4090920.0,0.1854925,,2.556825
2548,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman,Shubik",,0.99,0.01,0.0,,0.1,1.0,,,,714.3967741935484,1.129003,24.0,0.81527,709347.0,4090653.0,0.18473,,2.556658125
2549,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman,Shubik",,0.99,0.01,0.0,,0.1,1.0,,,,441.09032258064514,3.361219999999999,29.0,0.81715875,710767.0,4089233.0,0.18284125,,2.555770625
2550,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman,Shubik",,0.99,0.01,0.0,,0.1,1.0,,,,458.9629032258064,2.945795,29.0,0.815539375,712070.0,4087930.0,0.184460625,,2.55495625
2551,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman,Shubik",,0.99,0.01,0.0,,0.1,1.0,,,,681.4854838709678,0.8528169999999998,25.0,0.8171925,721870.0,4078130.0,0.1828075,,2.54883125
2552,,"TitForTat,Nydegger,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,748.4725806451613,1.1570229999999997,17.0,0.7682358333333333,418324.0,3181676.0,0.2317641666666666,,2.651396666666667
2553,,"TitForTat,Nydegger,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,697.9064516129032,0.8869599999999997,24.0,0.7676658333333334,415854.0,3184146.0,0.2323341666666666,,2.653455
2554,,"TitForTat,Nydegger,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,733.6677419354838,0.79909,20.0,0.7672358333333333,415292.0,3184708.0,0.2327641666666666,,2.653923333333333
2555,,"TitForTat,Nydegger,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,771.0935483870968,1.328877,15.0,0.7665458333333334,421792.0,3178208.0,0.2334541666666666,,2.6485066666666666
2556,,"TitForTat,Nydegger,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,452.541935483871,5.065116000000001,29.0,0.761385,407468.0,3192532.0,0.238615,,2.6604433333333333
2557,,"TitForTat,Nydegger,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,673.9516129032259,0.9922339999999998,25.0,0.7652675,409905.0,3190095.0,0.2347325,,2.6584125
2558,,"TitForTat,Nydegger,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,678.4774193548387,0.7293299999999999,25.0,0.7656641666666667,413074.0,3186926.0,0.2343358333333333,,2.655771666666667
2559,,"TitForTat,Nydegger,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,620.7806451612903,0.7946949999999999,25.0,0.764585,422422.0,3177578.0,0.235415,,2.6479816666666665
2560,,"TitForTat,Nydegger,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,696.9258064516129,0.714955,25.0,0.7683233333333334,420256.0,3179744.0,0.2316766666666666,,2.6497866666666665
2561,,"TitForTat,Nydegger,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,423.06451612903226,5.995869000000001,30.0,0.7652858333333333,411483.0,3188517.0,0.2347141666666666,,2.6570975
2562,,"TitForTat,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,695.9274193548387,1.5420730000000007,23.0,0.8375508333333334,489592.0,3110408.0,0.1624491666666666,,2.592006666666667
2563,,"TitForTat,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,771.9548387096775,1.026078,11.0,0.8390225,493310.0,3106690.0,0.1609775,,2.5889083333333334
2564,,"TitForTat,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,464.3129032258065,3.634304,27.0,0.8398433333333334,490163.0,3109837.0,0.1601566666666666,,2.591530833333333
2565,,"TitForTat,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,717.7306451612903,0.975959,22.0,0.8394008333333334,496981.0,3103019.0,0.1605991666666666,,2.5858491666666668
2566,,"TitForTat,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,687.4129032258064,0.7416339999999999,25.0,0.8392625,498697.0,3101303.0,0.1607375,,2.5844191666666667
2567,,"TitForTat,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,709.1677419354838,1.074475,24.0,0.8383616666666667,493477.0,3106523.0,0.1616383333333333,,2.588769166666667
2568,,"TitForTat,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,644.8451612903226,0.689387,25.0,0.8399225,486157.0,3113843.0,0.1600775,,2.594869166666667
2569,,"TitForTat,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,705.8483870967742,0.7966889999999999,24.0,0.8433158333333334,478233.0,3121767.0,0.1566841666666666,,2.6014725
2570,,"TitForTat,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,700.1370967741935,0.714302,24.0,0.8401108333333334,490669.0,3109331.0,0.1598891666666666,,2.5911091666666666
2571,,"TitForTat,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,744.4790322580645,0.8133619999999998,22.0,0.8408358333333333,495267.0,3104733.0,0.1591641666666666,,2.5872775
2572,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,679.3532258064516,0.8321409999999999,25.0,0.8037457142857143,485553.0,3714447.0,0.1962542857142857,,2.6531764285714288
2573,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,732.9564516129033,0.850033,21.0,0.80354,486574.0,3713426.0,0.19646,,2.652447142857143
2574,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,718.8935483870968,0.923002,22.0,0.8013371428571429,493157.0,3706843.0,0.1986628571428571,,2.647745
2575,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,707.9435483870968,0.8946080000000002,24.0,0.8097192857142858,486187.0,3713813.0,0.1902807142857142,,2.6527235714285715
2576,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,699.3645161290323,1.013002,24.0,0.8049642857142857,490454.0,3709546.0,0.1950357142857142,,2.6496757142857144
2577,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,747.233870967742,0.977225,19.0,0.802195,479684.0,3720316.0,0.197805,,2.6573685714285715
2578,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,708.9338709677419,1.1902550000000005,25.0,0.8027257142857143,493406.0,3706594.0,0.1972742857142857,,2.647567142857143
2579,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,707.9677419354839,1.0615190000000003,24.0,0.8046314285714286,482083.0,3717917.0,0.1953685714285714,,2.655655
2580,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,678.8129032258065,1.1649689999999997,25.0,0.8012164285714286,477530.0,3722470.0,0.1987835714285714,,2.6589071428571427
2581,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,679.4709677419355,0.874149,24.0,0.8022807142857142,487043.0,3712957.0,0.1977192857142857,,2.652112142857143
2582,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,456.4161290322581,3.689806,29.0,0.8073307142857142,484377.0,3715623.0,0.1926692857142857,,2.6540164285714285
2583,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,651.441935483871,0.933863,25.0,0.800435,483949.0,3716051.0,0.199565,,2.654322142857143
2584,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,731.6903225806452,0.9432280000000002,19.0,0.8000621428571428,491345.0,3708655.0,0.1999378571428571,,2.6490392857142857
2585,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,674.2016129032259,1.2260409999999995,25.0,0.8048757142857142,484353.0,3715647.0,0.1951242857142857,,2.654033571428571
2586,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,678.9967741935484,2.135788,25.0,0.806805,484115.0,3715885.0,0.193195,,2.6542035714285714
2587,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,654.4564516129033,1.197085,25.0,0.805975,485838.0,3714162.0,0.194025,,2.652972857142857
2588,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,694.9451612903226,0.8191339999999999,25.0,0.8041342857142857,479133.0,3720867.0,0.1958657142857142,,2.657762142857143
2589,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,691.9306451612903,0.7713899999999999,25.0,0.8038078571428572,486165.0,3713835.0,0.1961921428571428,,2.652739285714285
2590,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,707.3209677419355,0.7869989999999998,25.0,0.8026942857142857,495907.0,3704093.0,0.1973057142857142,,2.6457807142857144
2591,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,777.2387096774194,1.3429999999999995,12.0,0.8016628571428571,482289.0,3717711.0,0.1983371428571428,,2.655507857142857
2592,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,670.8241935483871,0.8082449999999999,25.0,0.8059271428571428,485454.0,3714546.0,0.1940728571428571,,2.653247142857143
2593,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,701.0258064516129,0.7469620000000001,23.0,0.8040914285714286,487458.0,3712542.0,0.1959085714285714,,2.651815714285714
2594,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,728.9403225806452,0.981812,19.0,0.8021621428571428,497483.0,3702517.0,0.1978378571428571,,2.644655
2595,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,739.1790322580645,0.8529660000000001,15.0,0.8067428571428571,481624.0,3718376.0,0.1932571428571428,,2.655982857142857
2596,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,479.2661290322581,3.056178000000001,27.0,0.807275,477638.0,3722362.0,0.192725,,2.65883
2597,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,734.4790322580645,0.898964,20.0,0.8041971428571428,486973.0,3713027.0,0.1958028571428571,,2.6521621428571427
2598,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,438.058064516129,3.677453999999999,28.0,0.807035,482952.0,3717048.0,0.192965,,2.6550342857142857
2599,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,748.825806451613,1.008007,17.0,0.8041557142857143,483305.0,3716695.0,0.1958442857142857,,2.654782142857143
2600,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,710.8870967741935,0.794503,23.0,0.8050142857142857,486992.0,3713008.0,0.1949857142857143,,2.6521485714285715
2601,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,456.0822580645161,4.890058999999999,29.0,0.8033614285714286,486310.0,3713690.0,0.1966385714285714,,2.652635714285714
2602,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,713.0709677419355,0.7750300000000001,23.0,0.8038642857142857,487961.0,3712039.0,0.1961357142857142,,2.6514564285714286
2603,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,707.5645161290323,0.7934040000000001,23.0,0.8059057142857143,487425.0,3712575.0,0.1940942857142857,,2.651839285714286
2604,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,450.9870967741936,4.639337999999999,27.0,0.8040621428571428,489642.0,3710358.0,0.1959378571428571,,2.650255714285714
2605,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,708.7145161290323,0.7512319999999998,23.0,0.8031935714285714,492452.0,3707548.0,0.1968064285714285,,2.6482485714285717
2606,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,777.6806451612903,0.8499879999999999,8.0,0.802995,494001.0,3705999.0,0.197005,,2.6471421428571427
2607,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,435.0258064516129,3.885686,31.0,0.8040642857142857,491850.0,3708150.0,0.1959357142857143,,2.6486785714285714
2608,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,673.4193548387096,0.7256940000000003,25.0,0.8064821428571428,486510.0,3713490.0,0.1935178571428571,,2.652492857142857
2609,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,431.2887096774194,3.360264999999999,31.0,0.8055921428571429,490241.0,3709759.0,0.1944078571428571,,2.6498278571428573
2610,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,706.2677419354839,0.910671,24.0,0.8057228571428572,485708.0,3714292.0,0.1942771428571428,,2.6530657142857144
2611,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,651.4483870967742,0.7960929999999998,25.0,0.8064185714285714,483954.0,3716046.0,0.1935814285714285,,2.6543185714285715
2612,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,439.9951612903226,3.9404940000000006,29.0,0.8024585714285715,485545.0,3714455.0,0.1975414285714285,,2.6531821428571427
2613,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,713.6564516129032,1.038258,24.0,0.8028171428571429,484833.0,3715167.0,0.1971828571428571,,2.6536907142857142
2614,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,450.1790322580645,3.285825,30.0,0.8080721428571429,480430.0,3719570.0,0.1919278571428571,,2.656835714285714
2615,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,712.6774193548387,1.525882,24.0,0.8042078571428571,486098.0,3713902.0,0.1957921428571428,,2.652787142857143
2616,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,736.0032258064516,1.0930099999999998,22.0,0.8026621428571429,485947.0,3714053.0,0.1973378571428571,,2.652895
2617,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,742.7451612903226,1.0294399999999997,24.0,0.8027278571428571,492149.0,3707851.0,0.1972721428571428,,2.648465
2618,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,691.0516129032258,0.995556,22.0,0.802,488533.0,3711467.0,0.198,,2.6510478571428573
2619,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,701.0241935483871,0.9859939999999996,22.0,0.8072457142857142,489264.0,3710736.0,0.1927542857142857,,2.650525714285714
2620,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,643.8096774193548,1.3050669999999995,25.0,0.8081364285714285,481849.0,3718151.0,0.1918635714285714,,2.6558221428571427
2621,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.01,0.0,,0.1,1.0,,,,675.8145161290323,1.085873,25.0,0.8041578571428571,490005.0,3709995.0,0.1958421428571428,,2.6499964285714284
2622,,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,GraaskampAndKatzen,Grofman",,0.99,0.1,0.0,,0.1,1.0,,,,757.85,1.225774,18.0,0.804055,483763.0,3716237.0,0.195945,,2.654455
