,id,tn_score,tn_time,p_cc,p_cd,p_dc,p_dd
48,Stoc18,792.7699300699301,0.021140854895104897,0.25,0.5,0.25,0.75
49,Stoc19,801.7321678321679,0.020801730769230756,0.25,0.5,0.25,1.0
50,Stoc20,796.056993006993,0.019569421328671337,0.25,0.5,0.5,0.25
51,Stoc21,766.8587412587412,0.019861036713286737,0.25,0.5,0.5,0.5
52,Stoc22,787.5667832167832,0.020934498251748253,0.25,0.5,0.5,0.75
53,Stoc23,783.5167832167832,0.02101204370629372,0.25,0.5,0.5,1.0
54,Stoc24,805.8356643356643,0.021512162587412578,0.25,0.5,0.75,0.25
55,Stoc25,768.9513986013986,0.021466884615384593,0.25,0.5,0.75,0.5
56,Stoc26,770.5846153846154,0.021320489510489534,0.25,0.5,0.75,0.75
57,Stoc27,719.9580419580419,0.02001540734265733,0.25,0.5,0.75,1.0
58,Stoc28,770.9076923076923,0.020977660839160816,0.25,0.5,1.0,0.25
59,Stoc29,733.5821678321678,0.02020004720279718,0.25,0.5,1.0,0.5
60,Stoc30,726.6541958041958,0.020689414335664333,0.25,0.5,1.0,0.75
61,Stoc31,691.2381118881119,0.019955860139860136,0.25,0.5,1.0,1.0
62,Stoc32,809.4437062937063,0.019757318181818178,0.25,0.75,0.25,0.25
63,Stoc33,827.4762237762238,0.02103521678321676,0.25,0.75,0.25,0.5
64,Stoc34,771.0874125874126,0.020385442307692302,0.25,0.75,0.25,0.75
65,Stoc35,748.4269230769231,0.020322753496503483,0.25,0.75,0.25,1.0
66,Stoc36,780.9961538461539,0.020893597902097903,0.25,0.75,0.5,0.25
67,Stoc37,745.0451048951049,0.019748748251748233,0.25,0.75,0.5,0.5
68,Stoc38,746.0524475524476,0.01991417132867131,0.25,0.75,0.5,0.75
69,Stoc39,718.5636363636364,0.019026090909090895,0.25,0.75,0.5,1.0
70,Stoc40,763.286013986014,0.021636319930069925,0.25,0.75,0.75,0.25
71,Stoc41,737.4353146853147,0.019860195804195787,0.25,0.75,0.75,0.5
72,Stoc42,755.0870629370629,0.020783872377622376,0.25,0.75,0.75,0.75
73,Stoc43,733.9776223776224,0.021055258741258732,0.25,0.75,0.75,1.0
74,Stoc44,775.7332167832168,0.02220586713286711,0.25,0.75,1.0,0.25
75,Stoc45,709.6391608391608,0.019499473776223786,0.25,0.75,1.0,0.5
76,Stoc46,706.0150349650349,0.021537489510489474,0.25,0.75,1.0,0.75
77,Stoc47,672.0090909090909,0.0202723339160839,0.25,0.75,1.0,1.0
78,Stoc48,770.8916083916084,0.021569734265734244,0.25,1.0,0.25,0.25
79,Stoc49,783.9951048951049,0.02068774300699301,0.25,1.0,0.25,0.5
80,Stoc50,770.9486013986015,0.02174659615384616,0.25,1.0,0.25,0.75
81,Stoc51,712.4506993006993,0.021204153846153838,0.25,1.0,0.25,1.0
82,Stoc52,764.4856643356643,0.020840284965034955,0.25,1.0,0.5,0.25
83,Stoc53,755.3426573426574,0.021857190559440572,0.25,1.0,0.5,0.5
84,Stoc54,750.3811188811189,0.021539136363636364,0.25,1.0,0.5,0.75
85,Stoc55,703.8825174825175,0.020115596153846158,0.25,1.0,0.5,1.0
86,Stoc56,739.3423076923077,0.02043443356643359,0.25,1.0,0.75,0.25
87,Stoc57,718.8122377622377,0.019622199300699316,0.25,1.0,0.75,0.5
88,Stoc58,679.0842657342657,0.01885919930069929,0.25,1.0,0.75,0.75
89,Stoc59,667.1031468531469,0.02044947377622375,0.25,1.0,0.75,1.0
90,Stoc60,747.9643356643356,0.020902468531468533,0.25,1.0,1.0,0.25
91,Stoc61,693.7895104895105,0.02001281468531467,0.25,1.0,1.0,0.5
92,Stoc62,652.743006993007,0.020359508741258723,0.25,1.0,1.0,0.75
93,Stoc63,635.6206293706293,0.020895472027972026,0.25,1.0,1.0,1.0
94,Stoc64,791.6846153846154,0.02015480244755242,0.5,0.25,0.25,0.25
95,Stoc65,783.1671328671329,0.02151436188811187,0.5,0.25,0.25,0.5
96,Stoc66,774.5363636363636,0.020390087412587406,0.5,0.25,0.25,0.75
97,Stoc67,759.787062937063,0.020342076923076897,0.5,0.25,0.25,1.0
98,Stoc68,775.5713286713286,0.0219211853146853,0.5,0.25,0.5,0.25
99,Stoc69,782.277972027972,0.023451451048951057,0.5,0.25,0.5,0.5
100,Stoc70,744.2038461538461,0.019789068181818185,0.5,0.25,0.5,0.75
101,Stoc71,733.2384615384616,0.02491565034965036,0.5,0.25,0.5,1.0
102,Stoc72,754.5097902097903,0.030068909090909122,0.5,0.25,0.75,0.25
103,Stoc73,733.4671328671328,0.02460954195804196,0.5,0.25,0.75,0.5
104,Stoc74,724.5377622377622,0.02498599300699298,0.5,0.25,0.75,0.75
105,Stoc75,699.1629370629371,0.024862875874125848,0.5,0.25,0.75,1.0
106,Stoc76,754.9132867132868,0.026549487762237763,0.5,0.25,1.0,0.25
107,Stoc77,721.6202797202798,0.02630370454545454,0.5,0.25,1.0,0.5
108,Stoc78,707.5615384615385,0.024627276223776213,0.5,0.25,1.0,0.75
109,Stoc79,689.1629370629371,0.024862171328671346,0.5,0.25,1.0,1.0
110,Stoc80,789.8688811188811,0.02916566608391609,0.5,0.5,0.25,0.25
111,Stoc81,778.4587412587413,0.02563464510489508,0.5,0.5,0.25,0.5
112,Stoc82,743.3461538461538,0.026402001748251757,0.5,0.5,0.25,0.75
113,Stoc83,727.6937062937063,0.02752735314685314,0.5,0.5,0.25,1.0
114,Stoc84,765.7181818181818,0.025602243006993,0.5,0.5,0.5,0.25
115,Stoc85,732.344055944056,0.024029865384615358,0.5,0.5,0.5,0.5
116,Stoc86,738.9255244755245,0.026675522727272725,0.5,0.5,0.5,0.75
117,Stoc87,700.5713286713286,0.02483099650349648,0.5,0.5,0.5,1.0
118,Stoc88,744.8101398601399,0.027486328671328674,0.5,0.5,0.75,0.25
119,Stoc89,729.2552447552448,0.025722110139860144,0.5,0.5,0.75,0.5
120,Stoc90,715.5814685314685,0.02579237587412588,0.5,0.5,0.75,0.75
121,Stoc91,659.4632867132867,0.024074805944055942,0.5,0.5,0.75,1.0
122,Stoc92,734.8468531468532,0.025647940559440544,0.5,0.5,1.0,0.25
123,Stoc93,699.6657342657343,0.0252829493006993,0.5,0.5,1.0,0.5
124,Stoc94,661.3073426573427,0.02451874300699299,0.5,0.5,1.0,0.75
125,Stoc95,630.7416083916083,0.02417756293706294,0.5,0.5,1.0,1.0
126,Stoc96,765.4097902097902,0.026926249999999985,0.5,0.75,0.25,0.25
127,Stoc97,725.0552447552448,0.025720281468531486,0.5,0.75,0.25,0.5
128,Stoc98,728.9283216783217,0.02691654370629372,0.5,0.75,0.25,0.75
129,Stoc99,704.7744755244755,0.024503832167832185,0.5,0.75,0.25,1.0
130,Stoc100,716.6674825174825,0.027075400349650385,0.5,0.75,0.5,0.25
131,Stoc101,719.7513986013986,0.02668108916083915,0.5,0.75,0.5,0.5
132,Stoc102,702.7594405594406,0.026580454545454543,0.5,0.75,0.5,0.75
133,Stoc103,668.2783216783217,0.023905578671328653,0.5,0.75,0.5,1.0
134,Stoc104,738.0342657342658,0.026587260489510482,0.5,0.75,0.75,0.25
135,Stoc105,720.3793706293707,0.025857428321678318,0.5,0.75,0.75,0.5
136,Stoc106,669.4951048951049,0.02502257692307692,0.5,0.75,0.75,0.75
137,Stoc107,649.5891608391609,0.024277017482517486,0.5,0.75,0.75,1.0
138,Stoc108,700.3283216783217,0.024904704545454574,0.5,0.75,1.0,0.25
139,Stoc109,678.2409090909091,0.022133272727272727,0.5,0.75,1.0,0.5
140,Stoc110,653.0583916083916,0.021322246503496494,0.5,0.75,1.0,0.75
141,Stoc111,626.9461538461538,0.021026078671328684,0.5,0.75,1.0,1.0
142,Stoc112,737.9933566433566,0.022905034965034956,0.5,1.0,0.25,0.25
143,Stoc113,714.7699300699301,0.022187657342657346,0.5,1.0,0.25,0.5
144,Stoc114,688.5755244755245,0.021559134615384598,0.5,1.0,0.25,0.75
145,Stoc115,660.6279720279721,0.021022585664335656,0.5,1.0,0.25,1.0
146,Stoc116,708.5804195804196,0.022825365384615375,0.5,1.0,0.5,0.25
147,Stoc117,698.5482517482518,0.023641283216783236,0.5,1.0,0.5,0.5
148,Stoc118,694.0867132867132,0.023727346153846144,0.5,1.0,0.5,0.75
149,Stoc119,637.1062937062937,0.02163112762237761,0.5,1.0,0.5,1.0
150,Stoc120,715.376923076923,0.021145660839160845,0.5,1.0,0.75,0.25
151,Stoc121,654.6171328671329,0.021353942307692293,0.5,1.0,0.75,0.5
152,Stoc122,669.7681818181818,0.02090888986013987,0.5,1.0,0.75,0.75
153,Stoc123,623.3534965034966,0.020712153846153856,0.5,1.0,0.75,1.0
154,Stoc124,701.0786713286714,0.02167923251748252,0.5,1.0,1.0,0.25
155,Stoc125,661.1650349650349,0.020923430069930086,0.5,1.0,1.0,0.5
156,Stoc126,617.9933566433566,0.02004907517482517,0.5,1.0,1.0,0.75
157,Stoc127,615.1094405594406,0.020949419580419584,0.5,1.0,1.0,1.0
158,Stoc128,774.5933566433566,0.02187605594405597,0.75,0.25,0.25,0.25
159,Stoc129,752.9265734265734,0.023185459790209792,0.75,0.25,0.25,0.5
160,Stoc130,718.9951048951049,0.021818615384615367,0.75,0.25,0.25,0.75
161,Stoc131,697.2003496503496,0.020721606643356625,0.75,0.25,0.25,1.0
162,Stoc132,740.263986013986,0.022551403846153888,0.75,0.25,0.5,0.25
163,Stoc133,716.0339160839161,0.019701332167832136,0.75,0.25,0.5,0.5
164,Stoc134,723.5653846153846,0.019703066433566424,0.75,0.25,0.5,0.75
165,Stoc135,694.134965034965,0.020220781468531457,0.75,0.25,0.5,1.0
166,Stoc136,699.5867132867132,0.022697664335664336,0.75,0.25,0.75,0.25
167,Stoc137,671.1818181818181,0.019916541958041947,0.75,0.25,0.75,0.5
168,Stoc138,720.179020979021,0.02056150174825176,0.75,0.25,0.75,0.75
169,Stoc139,644.9821678321679,0.019165050699300686,0.75,0.25,0.75,1.0
170,Stoc140,723.3083916083916,0.02119872902097903,0.75,0.25,1.0,0.25
171,Stoc141,666.1206293706293,0.018712153846153864,0.75,0.25,1.0,0.5
172,Stoc142,663.0972027972028,0.018622290209790195,0.75,0.25,1.0,0.75
173,Stoc143,641.1472027972028,0.01902173251748251,0.75,0.25,1.0,1.0
174,Stoc144,753.6423076923077,0.02133496678321679,0.75,0.5,0.25,0.25
175,Stoc145,730.1520979020979,0.02123386363636361,0.75,0.5,0.25,0.5
176,Stoc146,698.5241258741258,0.021673683566433587,0.75,0.5,0.25,0.75
177,Stoc147,670.6783216783217,0.01959466433566433,0.75,0.5,0.25,1.0
178,Stoc148,739.3258741258742,0.021103019230769262,0.75,0.5,0.5,0.25
179,Stoc149,682.0695804195805,0.019738557692307715,0.75,0.5,0.5,0.5
180,Stoc150,672.7695804195804,0.02047924300699302,0.75,0.5,0.5,0.75
181,Stoc151,652.8125874125874,0.020635188811188802,0.75,0.5,0.5,1.0
182,Stoc152,699.8954545454545,0.02038927797202797,0.75,0.5,0.75,0.25
183,Stoc153,704.35,0.021692101398601404,0.75,0.5,0.75,0.5
184,Stoc154,640.6965034965035,0.02017164685314685,0.75,0.5,0.75,0.75
185,Stoc155,626.7234265734265,0.020447646853146855,0.75,0.5,0.75,1.0
186,Stoc156,685.0006993006994,0.020998697552447525,0.75,0.5,1.0,0.25
187,Stoc157,679.3947552447553,0.021539139860139864,0.75,0.5,1.0,0.5
188,Stoc158,648.0706293706294,0.02119280244755246,0.75,0.5,1.0,0.75
189,Stoc159,635.3258741258742,0.02092841083916086,0.75,0.5,1.0,1.0
190,Stoc160,710.9853146853147,0.02083255244755245,0.75,0.75,0.25,0.25
191,Stoc161,692.7576923076923,0.021061129370629365,0.75,0.75,0.25,0.5
192,Stoc162,683.2545454545455,0.02076052972027974,0.75,0.75,0.25,0.75
193,Stoc163,668.85,0.020682326923076914,0.75,0.75,0.25,1.0
194,Stoc164,725.8377622377623,0.022855678321678355,0.75,0.75,0.5,0.25
195,Stoc165,678.8758741258741,0.02090325349650348,0.75,0.75,0.5,0.5
196,Stoc166,654.7433566433566,0.0205371958041958,0.75,0.75,0.5,0.75
197,Stoc167,637.9125874125874,0.0195824388111888,0.75,0.75,0.5,1.0
198,Stoc168,698.0384615384615,0.021509270979020972,0.75,0.75,0.75,0.25
199,Stoc169,679.1534965034965,0.021627099650349667,0.75,0.75,0.75,0.5
200,Stoc170,634.770979020979,0.020028480769230805,0.75,0.75,0.75,0.75
201,Stoc171,620.8744755244755,0.020889382867132867,0.75,0.75,0.75,1.0
202,Stoc172,673.2986013986014,0.02220369580419581,0.75,0.75,1.0,0.25
203,Stoc173,648.1262237762238,0.021023659090909093,0.75,0.75,1.0,0.5
204,Stoc174,619.1073426573427,0.021350645104895094,0.75,0.75,1.0,0.75
205,Stoc175,575.5104895104895,0.0207506206293706,0.75,0.75,1.0,1.0
206,Stoc176,689.0391608391608,0.020503087412587405,0.75,1.0,0.25,0.25
207,Stoc177,682.3909090909091,0.020170281468531438,0.75,1.0,0.25,0.5
208,Stoc178,673.0143356643357,0.021592274475524458,0.75,1.0,0.25,0.75
209,Stoc179,629.6024475524475,0.02053275349650346,0.75,1.0,0.25,1.0
210,Stoc180,684.5237762237762,0.021473466783216783,0.75,1.0,0.5,0.25
211,Stoc181,678.7618881118881,0.022157739510489532,0.75,1.0,0.5,0.5
212,Stoc182,638.7304195804196,0.021043748251748248,0.75,1.0,0.5,0.75
213,Stoc183,604.4041958041958,0.02049119055944054,0.75,1.0,0.5,1.0
214,Stoc184,664.0590909090909,0.020545477272727243,0.75,1.0,0.75,0.25
215,Stoc185,650.9209790209791,0.02134558216783217,0.75,1.0,0.75,0.5
216,Stoc186,620.6944055944056,0.020970725524475542,0.75,1.0,0.75,0.75
217,Stoc187,598.6024475524475,0.02111522552447552,0.75,1.0,0.75,1.0
218,Stoc188,642.8052447552448,0.021312419580419576,0.75,1.0,1.0,0.25
219,Stoc189,635.9534965034965,0.02134264335664336,0.75,1.0,1.0,0.5
220,Stoc190,591.2797202797203,0.01980848426573428,0.75,1.0,1.0,0.75
221,Stoc191,553.7839160839161,0.020428942307692315,0.75,1.0,1.0,1.0
222,Stoc192,741.4174825174825,0.019791618881118866,1.0,0.25,0.25,0.25
223,Stoc193,729.376923076923,0.02055659090909088,1.0,0.25,0.25,0.5
224,Stoc194,723.3846153846154,0.021484622377622366,1.0,0.25,0.25,0.75
225,Stoc195,678.405944055944,0.01991788111888112,1.0,0.25,0.25,1.0
226,Stoc196,744.8157342657342,0.021563788461538454,1.0,0.25,0.5,0.25
227,Stoc197,716.4272727272727,0.02039044230769231,1.0,0.25,0.5,0.5
228,Stoc198,695.8283216783217,0.020993687062937062,1.0,0.25,0.5,0.75
229,Stoc199,675.0045454545455,0.02234765384615385,1.0,0.25,0.5,1.0
230,Stoc200,702.0951048951049,0.021855858391608404,1.0,0.25,0.75,0.25
231,Stoc201,689.3996503496503,0.021671891608391607,1.0,0.25,0.75,0.5
232,Stoc202,707.970979020979,0.023572800699300685,1.0,0.25,0.75,0.75
233,Stoc203,654.9041958041958,0.022178110139860156,1.0,0.25,0.75,1.0
234,Stoc204,685.0286713286713,0.02270474125874125,1.0,0.25,1.0,0.25
235,Stoc205,660.1912587412587,0.022695078671328684,1.0,0.25,1.0,0.5
236,Stoc206,658.3818181818182,0.024396812937062924,1.0,0.25,1.0,0.75
237,Stoc207,620.0265734265735,0.02246548951048951,1.0,0.25,1.0,1.0
238,Stoc208,732.7461538461539,0.022813853146853164,1.0,0.5,0.25,0.25
239,Stoc209,690.8734265734266,0.0193965576923077,1.0,0.5,0.25,0.5
240,Stoc210,693.5604895104896,0.02023613111888112,1.0,0.5,0.25,0.75
241,Stoc211,667.606993006993,0.02005124475524475,1.0,0.5,0.25,1.0
242,Stoc212,684.2716783216783,0.019778650349650352,1.0,0.5,0.5,0.25
243,Stoc213,669.9965034965035,0.019757277972027965,1.0,0.5,0.5,0.5
244,Stoc214,696.9783216783217,0.02074529895104898,1.0,0.5,0.5,0.75
245,Stoc215,648.9006993006993,0.019520038461538446,1.0,0.5,0.5,1.0
246,Stoc216,703.6458041958042,0.02031105594405596,1.0,0.5,0.75,0.25
247,Stoc217,684.5276223776224,0.019954711538461574,1.0,0.5,0.75,0.5
248,Stoc218,656.0601398601399,0.019117180069930045,1.0,0.5,0.75,0.75
249,Stoc219,608.0797202797203,0.018479741258741238,1.0,0.5,0.75,1.0
250,Stoc220,667.8164335664336,0.01938575699300697,1.0,0.5,1.0,0.25
251,Stoc221,665.2318181818182,0.019679643356643337,1.0,0.5,1.0,0.5
252,Stoc222,647.5608391608391,0.01983801223776222,1.0,0.5,1.0,0.75
253,Stoc223,597.6255244755245,0.019526087412587424,1.0,0.5,1.0,1.0
254,Stoc224,711.3073426573427,0.019931307692307672,1.0,0.75,0.25,0.25
255,Stoc225,696.8213286713286,0.01935564510489514,1.0,0.75,0.25,0.5
256,Stoc226,670.9905594405594,0.019778970279720302,1.0,0.75,0.25,0.75
257,Stoc227,643.3433566433566,0.01955757167832167,1.0,0.75,0.25,1.0
258,Stoc228,683.636013986014,0.019588811188811173,1.0,0.75,0.5,0.25
259,Stoc229,663.9269230769231,0.019901690559440556,1.0,0.75,0.5,0.5
260,Stoc230,648.6472027972028,0.019202711538461547,1.0,0.75,0.5,0.75
261,Stoc231,599.0898601398601,0.019793681818181818,1.0,0.75,0.5,1.0
262,Stoc232,656.9486013986015,0.01945045804195804,1.0,0.75,0.75,0.25
263,Stoc233,666.086013986014,0.019662788461538468,1.0,0.75,0.75,0.5
264,Stoc234,642.3230769230769,0.01959581643356642,1.0,0.75,0.75,0.75
265,Stoc235,591.906993006993,0.018831435314685334,1.0,0.75,0.75,1.0
266,Stoc236,674.2311188811188,0.020319826923076923,1.0,0.75,1.0,0.25
267,Stoc237,640.6758741258741,0.02000834265734267,1.0,0.75,1.0,0.5
268,Stoc238,622.6741258741258,0.019577916083916087,1.0,0.75,1.0,0.75
269,Stoc239,588.7328671328671,0.020112590909090927,1.0,0.75,1.0,1.0
270,Stoc240,717.2013986013986,0.020887438811188822,1.0,1.0,0.25,0.25
271,Stoc241,688.2615384615384,0.020407902097902126,1.0,1.0,0.25,0.5
272,Stoc242,640.4688811188811,0.019028248251748255,1.0,1.0,0.25,0.75
273,Stoc243,629.9846153846154,0.019444243006993,1.0,1.0,0.25,1.0
274,Stoc244,688.3601398601398,0.021167181818181828,1.0,1.0,0.5,0.25
275,Stoc245,676.3674825174825,0.02009185139860141,1.0,1.0,0.5,0.5
276,Stoc246,620.6143356643356,0.01876947552447552,1.0,1.0,0.5,0.75
277,Stoc247,607.5828671328671,0.02051531468531468,1.0,1.0,0.5,1.0
278,Stoc248,656.9286713286714,0.01935350699300698,1.0,1.0,0.75,0.25
279,Stoc249,645.4951048951049,0.01915377622377622,1.0,1.0,0.75,0.5
280,Stoc250,631.5475524475524,0.02015608041958042,1.0,1.0,0.75,0.75
281,Stoc251,593.8258741258742,0.019869816433566428,1.0,1.0,0.75,1.0
282,Stoc252,635.013986013986,0.019671576923076903,1.0,1.0,1.0,0.25
283,Stoc253,638.9412587412587,0.02140355244755242,1.0,1.0,1.0,0.5
284,Stoc254,608.7807692307692,0.020842277972027957,1.0,1.0,1.0,0.75
285,Stoc255,557.9909090909091,0.02046611013986016,1.0,1.0,1.0,1.0
