Unnamed: 0,model,lookback,n1,epsilon,epsilon_decay,learning_rate,discount_rate,epochs,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
0,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",8,4,0.05,0.0,0.001,0.95,250,0.065912,0.934088,0.4577401556781161,1.584212,396053.0,353947.0,27,454.1735483870968,86.34435299999997,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
1,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",8,4,0.05,0.0,0.001,0.99,250,0.127168,0.872832,0.6409640035137636,1.649912,412478.0,337522.0,26,467.308064516129,85.81163400000003,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
2,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",8,4,0.05,0.0,0.01,0.95,250,0.024928,0.975072,0.8984188074227235,1.547612,386903.0,363097.0,27,447.1264516129032,87.25039100000002,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
3,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",8,4,0.05,0.0,0.01,0.99,250,0.974836,0.025164,2.072352,2.480488,620122.0,129878.0,23,734.7725806451613,68.44978300000001,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
4,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",8,4,0.05,0.0,0.1,0.95,250,0.974896,0.025104,2.071446043007352,2.479556,619889.0,130111.0,23,723.8293548387097,65.95873099999999,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
5,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",8,4,0.05,0.0,0.1,0.99,250,0.974848,0.025152,2.0807991449370533,2.490576,622644.0,127356.0,22,738.8341935483871,66.746618,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
6,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",8,4,0.1,0.0,0.001,0.95,250,0.064776,0.935224,0.6475455664645521,1.572596,393149.0,356851.0,27,463.4496774193548,83.86703899999999,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
7,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",8,4,0.1,0.0,0.001,0.99,250,0.950148,0.049852,2.001306,2.390836,597709.0,152291.0,23,735.2951612903225,66.609448,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
8,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",8,4,0.1,0.0,0.01,0.95,250,0.110568,0.889432,0.5500990199582375,1.566104,391526.0,358474.0,31,424.3390322580645,86.53927700000003,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
9,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",8,4,0.1,0.0,0.01,0.99,250,0.252832,0.747168,0.6586288421833819,1.645376,411344.0,338656.0,20,754.35,68.122423,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
10,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",8,4,0.1,0.0,0.1,0.95,250,0.932776,0.067224,1.977561464824044,2.367832,591958.0,158042.0,18,749.0303225806451,69.73696799999999,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
11,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",8,4,0.1,0.0,0.1,0.99,250,0.949168,0.050832,2.003062399327159,2.393132,598283.0,151717.0,23,738.5158064516129,67.86107900000002,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
12,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",8,4,0.2,0.0,0.001,0.95,250,0.120444,0.879556,0.5394891833654282,1.583144,395786.0,354214.0,31,431.6041935483871,84.335606,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
13,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",8,4,0.2,0.0,0.001,0.99,250,0.179396,0.820604,0.6189350314310694,1.55856,389640.0,360360.0,23,717.8341935483871,64.014009,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
14,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",8,4,0.2,0.0,0.01,0.95,250,0.165756,0.834244,0.552349450383646,1.579116,394779.0,355221.0,30,434.1490322580645,77.850845,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
15,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",8,4,0.2,0.0,0.01,0.99,250,0.890176,0.109824,1.9090871817836763,2.277144,569286.0,180714.0,24,723.4025806451613,65.77923299999999,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
16,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",8,4,0.2,0.0,0.1,0.95,250,0.90054,0.09946,1.927529865549216,2.29674,574185.0,175815.0,21,734.0196774193548,67.850452,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
17,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=4, bias=True)
  (layer2): Linear(in_features=4, out_features=4, bias=True)
  (layer3): Linear(in_features=4, out_features=2, bias=True)
)",8,4,0.2,0.0,0.1,0.99,250,0.899632,0.100368,1.920234272311211,2.287388,571847.0,178153.0,25,716.1416129032258,64.98622200000004,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
18,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",8,8,0.05,0.0,0.001,0.95,250,0.339144,0.660856,0.6030412605055729,1.894656,473664.0,276336.0,28,450.4216129032258,83.98197400000002,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
19,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",8,8,0.05,0.0,0.001,0.99,250,0.041356,0.958644,1.048568907699457,1.556772,389193.0,360807.0,29,446.6316129032258,82.74411100000002,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
20,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",8,8,0.05,0.0,0.01,0.95,250,0.254412,0.745588,0.5843995196455306,1.75042,437605.0,312395.0,29,446.29225806451615,84.16897699999998,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
21,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",8,8,0.05,0.0,0.01,0.99,250,0.294196,0.705804,0.7701455653698557,1.762196,440549.0,309451.0,28,455.5845161290322,83.92176000000003,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
22,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",8,8,0.05,0.0,0.1,0.95,250,0.974868,0.025132,2.0746021329262887,2.483928,620982.0,129018.0,22,731.313870967742,66.71039900000002,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
23,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",8,8,0.05,0.0,0.1,0.99,250,0.974916,0.025084,2.065178602481842,2.47186,617965.0,132035.0,25,701.733870967742,64.14604,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
24,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",8,8,0.1,0.0,0.001,0.95,250,0.13086,0.86914,0.5422177148778579,1.60814,402035.0,347965.0,27,453.7303225806452,83.45600899999998,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
25,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",8,8,0.1,0.0,0.001,0.99,250,0.1718,0.8282,0.7526523872697882,1.660456,415114.0,334886.0,25,520.0809677419355,67.86451500000001,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
26,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",8,8,0.1,0.0,0.01,0.95,250,0.950608,0.049392,1.9973262543115613,2.385924,596481.0,153519.0,21,760.5048387096774,68.906697,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
27,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",8,8,0.1,0.0,0.01,0.99,250,0.94174,0.05826,1.9918340037277944,2.382344,595586.0,154414.0,24,713.0767741935484,64.92395300000001,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
28,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",8,8,0.1,0.0,0.1,0.95,250,0.950156,0.049844,1.9975332013409053,2.386564,596641.0,153359.0,24,730.9422580645162,68.09268799999998,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
29,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",8,8,0.1,0.0,0.1,0.99,250,0.950108,0.049892,2.0035060997242717,2.393496,598374.0,151626.0,22,734.7977419354838,67.35890500000001,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
30,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",8,8,0.2,0.0,0.001,0.95,250,0.138972,0.861028,0.5820486644590904,1.575556,393889.0,356111.0,31,432.26870967741934,83.041544,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
31,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",8,8,0.2,0.0,0.001,0.99,250,0.250516,0.749484,1.263283771431271,1.706564,426641.0,323359.0,28,450.4290322580645,82.45744499999995,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
32,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",8,8,0.2,0.0,0.01,0.95,250,0.898772,0.101228,1.9184908917963956,2.286264,571566.0,178434.0,24,725.1164516129032,66.424883,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
33,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",8,8,0.2,0.0,0.01,0.99,250,0.900536,0.099464,1.92224646525189,2.29036,572590.0,177410.0,24,724.5532258064516,65.95849000000001,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
34,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",8,8,0.2,0.0,0.1,0.95,250,0.177368,0.822632,0.5856920938104517,1.573256,393314.0,356686.0,29,445.5190322580645,85.780084,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
35,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",8,8,0.2,0.0,0.1,0.99,250,0.899592,0.100408,1.9211944348858596,2.288684,572171.0,177829.0,22,730.5745161290323,65.398768,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
36,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",8,16,0.05,0.0,0.001,0.95,250,0.20488,0.79512,0.4635893543938395,1.73106,432765.0,317235.0,17,757.6054838709678,66.55551299999999,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
37,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",8,16,0.05,0.0,0.001,0.99,250,0.186764,0.813236,0.6438176250990759,1.714688,428672.0,321328.0,26,462.97967741935486,82.70655099999999,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
38,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",8,16,0.05,0.0,0.01,0.95,250,0.156948,0.843052,0.378888991702813,1.64044,410110.0,339890.0,30,441.6767741935484,81.82368600000001,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
39,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",8,16,0.05,0.0,0.01,0.99,250,0.974716,0.025284,2.069787544494461,2.4775,619375.0,130625.0,22,733.8783870967742,66.50178499999997,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
40,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",8,16,0.05,0.0,0.1,0.95,250,0.975284,0.024716,2.072499641264688,2.479472,619868.0,130132.0,22,737.3709677419355,66.479166,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
41,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",8,16,0.05,0.0,0.1,0.99,250,0.97536,0.02464,2.075060432594478,2.483944,620986.0,129014.0,21,746.343870967742,68.23929700000001,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
42,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",8,16,0.1,0.0,0.001,0.95,250,0.094364,0.905636,0.465015508100224,1.582884,395721.0,354279.0,30,440.1683870967742,81.69031899999999,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
43,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",8,16,0.1,0.0,0.001,0.99,250,0.148636,0.851364,1.1537324608263564,1.631044,407761.0,342239.0,31,433.7567741935484,85.219056,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
44,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",8,16,0.1,0.0,0.01,0.95,250,0.949848,0.050152,1.9982975735435489,2.387168,596792.0,153208.0,24,712.2232258064516,65.700624,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
45,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",8,16,0.1,0.0,0.01,0.99,250,0.948736,0.051264,2.004565632878438,2.394648,598662.0,151338.0,23,721.8445161290323,66.697749,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
46,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",8,16,0.1,0.0,0.1,0.95,250,0.155884,0.844116,0.5388512872352376,1.584792,396198.0,353802.0,29,441.2741935483871,83.19183799999999,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
47,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",8,16,0.1,0.0,0.1,0.99,250,0.9493,0.0507,1.9907609878053665,2.378232,594558.0,155442.0,22,739.6790322580645,67.12964699999999,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
48,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",8,16,0.2,0.0,0.001,0.95,250,0.15652,0.84348,0.5246901806646004,1.585552,396388.0,353612.0,30,436.5406451612904,84.84943799999996,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
49,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",8,16,0.2,0.0,0.001,0.99,250,0.192768,0.807232,0.879572687724233,1.620152,405038.0,344962.0,25,504.9145161290323,72.796162,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
50,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",8,16,0.2,0.0,0.01,0.95,250,0.140808,0.859192,0.5829141460582432,1.599496,399874.0,350126.0,31,431.9341935483871,81.682562,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
51,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",8,16,0.2,0.0,0.01,0.99,250,0.89962,0.10038,1.920417127752262,2.288492,572123.0,177877.0,21,754.3103225806451,68.52641499999997,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
52,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",8,16,0.2,0.0,0.1,0.95,250,0.899628,0.100372,1.9243470509337468,2.292984,573246.0,176754.0,23,737.7648387096774,66.696442,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
53,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",8,16,0.2,0.0,0.1,0.99,250,0.899728,0.100272,1.9212039472661075,2.289244,572311.0,177689.0,14,762.7732258064516,68.19276400000001,"SteinAndRapoport,TidemanAndChieruzzi,TitForTat,Grofman,Davis"
