,ModelType,agents,discount_rate,epsilon,epsilon_decay,hidden_size,learning_rate,lookback,n1,n2,num_layers,tn_mean_score,tn_mean_time,tn_rank,tr_cooperation_percentage,tr_cumul_regret,tr_cumul_reward,tr_defection_percentage,tr_final_loss,tr_mean_reward
1557,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.1,0.002,,0.01,6,64,,,760.6758064516129,13.093720999999997,12,0.973485,13967,586033,0.026515,2.449983595003899,2.930165
1558,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.1,0.002,,0.001,6,64,,,482.2677419354839,13.953919999999998,26,0.69652,-9370,609370,0.30348,0.3412577411814612,3.04685
1559,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.1,0.002,,0.001,6,64,,,717.2129032258065,12.088551999999996,21,0.492915,76706,523294,0.507085,0.7405943373184829,2.61647
1560,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.2,0.0,,0.01,6,64,,,710.3774193548387,11.862098000000003,24,0.900235,62475,537525,0.099765,2.261812118382068,2.687625
1561,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.2,0.0,,0.01,6,64,,,795.8145161290323,13.259682000000003,6,0.899055,63348,536652,0.100945,2.258173496236801,2.68326
1562,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.2,0.0,,0.001,6,64,,,533.1177419354839,13.763707,25,0.553905,160126,439874,0.446095,1.7214697653527635,2.19937
1563,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.2,0.0,,0.001,6,64,,,661.908064516129,12.253735999999998,25,0.46026,118554,481446,0.53974,0.8515140173256022,2.40723
1564,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.2,0.002,,0.01,6,64,,,714.991935483871,12.145609000000007,23,0.95948,22467,577533,0.04052,2.417287383658021,2.887665
1565,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.2,0.002,,0.01,6,64,,,727.7983870967741,12.442857,22,0.95479,23834,576166,0.04521,2.4102658260888825,2.88083
1566,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.2,0.002,,0.001,6,64,,,718.416129032258,12.133656,25,0.96123,22932,577068,0.03877,2.415441225491762,2.88534
1567,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.2,0.002,,0.001,6,64,,,429.36451612903227,14.284009999999997,31,0.49258,98426,501574,0.50742,0.8495577655852897,2.50787
1568,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.05,0.0,,0.01,6,128,,,693.3306451612904,12.121331,25,0.97315,12689,587311,0.02685,2.4546465639066755,2.936555
1569,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.05,0.0,,0.01,6,128,,,746.3048387096774,12.606292,18,0.975265,13057,586943,0.024735,2.453224351243824,2.934715
1570,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.05,0.0,,0.001,6,128,,,496.5854838709677,13.058294000000004,26,0.6637,488,599512,0.3363,0.3697341904519267,2.99756
1571,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.05,0.0,,0.001,6,128,,,705.4693548387097,12.704029999999994,23,0.97384,13280,586720,0.02616,2.452101335063204,2.9336
1572,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.05,0.002,,0.01,6,128,,,740.8822580645161,12.978627,20,0.97497,13692,586308,0.02503,2.450295786374969,2.93154
1573,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.05,0.002,,0.01,6,128,,,635.1451612903226,11.834394,25,0.97472,13169,586831,0.02528,2.4529105411041807,2.934155
1574,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.05,0.002,,0.001,6,128,,,472.21774193548384,15.532492,26,0.025485,147001,452999,0.974515,1.4381013887474767,2.264995
1575,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.05,0.002,,0.001,6,128,,,457.5290322580645,15.437061,30,0.499055,84405,515595,0.500945,0.7606408025464437,2.577975
1576,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.1,0.0,,0.01,6,128,,,634.2161290322581,10.992727000000002,25,0.950045,30291,569709,0.049955,2.387855607941028,2.848545
1577,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.1,0.0,,0.01,6,128,,,691.3306451612904,12.137061999999997,24,0.95001,30649,569351,0.04999,2.386244904854,2.846755
1578,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.1,0.0,,0.001,6,128,,,636.8467741935484,11.217591,25,0.5969,22558,577442,0.4031,0.4818145121007933,2.88721
1579,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.1,0.0,,0.001,6,128,,,714.2822580645161,12.61887,24,0.949535,31270,568730,0.050465,2.383798011531752,2.84365
1580,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.1,0.002,,0.01,6,128,,,675.858064516129,11.949882999999996,25,0.97348,14407,585593,0.02652,2.448180835301876,2.927965
1581,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.1,0.002,,0.01,6,128,,,740.9354838709677,12.882442000000005,20,0.973845,13443,586557,0.026155,2.4520228750801087,2.932785
1582,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.1,0.002,,0.001,6,128,,,742.7112903225807,13.234247999999996,21,0.973525,14892,585108,0.026475,2.446036700115097,2.92554
1583,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.1,0.002,,0.001,6,128,,,758.0903225806452,13.522087,12,0.97271,15621,584379,0.02729,2.4432259031118453,2.921895
1584,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.2,0.0,,0.01,6,128,,,484.008064516129,13.36839,30,0.55421,93170,506830,0.44579,0.5498434902980726,2.53415
1585,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.2,0.0,,0.01,6,128,,,676.7177419354839,12.695803999999995,24,0.899095,63592,536408,0.100905,2.2574950284752995,2.68204
1586,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.2,0.0,,0.001,6,128,,,558.5564516129032,14.269249,25,0.47214,76191,523809,0.52786,0.6368881469804761,2.619045
1587,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.2,0.0,,0.001,6,128,,,692.9338709677419,12.054345000000003,24,0.899445,63149,536851,0.100555,2.259228322079182,2.684255
1588,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.2,0.002,,0.01,6,128,,,667.8483870967742,12.100253000000002,25,0.9616,22430,577570,0.0384,2.417549214932425,2.88785
1589,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.2,0.002,,0.01,6,128,,,722.833870967742,12.906924,24,0.96089,22615,577385,0.03911,2.4167853410846,2.886925
1590,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.2,0.002,,0.001,6,128,,,690.233870967742,11.918626999999995,24,0.613725,6064,593936,0.386275,0.4302016120746865,2.96968
1591,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.2,0.002,,0.001,6,128,,,615.858064516129,12.705953999999997,25,0.47172,109949,490051,0.52828,0.9723390640235422,2.450255
1592,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.05,0.0,,0.01,8,4,,,728.2935483870967,12.864437999999998,20,0.97531,12964,587036,0.02469,2.4535700652587416,2.93518
1593,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.05,0.0,,0.01,8,4,,,710.7225806451613,12.335934,22,0.54307,78933,521067,0.45693,0.6673794050099054,2.605335
1594,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.05,0.0,,0.001,8,4,,,433.1,14.375877999999997,30,0.766125,39369,560631,0.233875,0.3332142014183188,2.803155
1595,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.05,0.0,,0.001,8,4,,,444.0709677419355,15.714779999999996,29,0.3994,112489,487511,0.6006,0.9436206617259524,2.437555
1596,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.05,0.002,,0.01,8,4,,,721.3387096774194,11.804516000000003,24,0.975065,13137,586863,0.024935,1.3931598982437825,2.934315
1597,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.05,0.002,,0.01,8,4,,,714.1645161290322,12.160823,24,0.974385,13225,586775,0.025615,2.452732347334106,2.933875
1598,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.05,0.002,,0.001,8,4,,,461.3419354838709,15.211261,29,0.024585,147856,452144,0.975415,1.51885455520435,2.26072
1599,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.05,0.002,,0.001,8,4,,,707.7354838709678,11.934994000000003,24,0.97524,12997,587003,0.02476,2.4533466469085217,2.935015
1600,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.1,0.0,,0.01,8,4,,,434.15,13.857592,27,0.34714,126433,473567,0.65286,0.5195447203270436,2.367835
1601,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.1,0.0,,0.01,8,4,,,626.6193548387097,12.564055999999995,25,0.719425,132664,467336,0.280575,1.8755508294978127,2.33668
1602,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.1,0.0,,0.001,8,4,,,701.9967741935484,11.450092,23,0.205535,136520,463480,0.794465,0.8735244257658245,2.3174
1603,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.1,0.0,,0.001,8,4,,,570.6241935483871,13.614472000000005,25,0.5128,168153,431847,0.4872,1.680048193791317,2.159235
1604,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.1,0.002,,0.01,8,4,,,439.6225806451613,14.814801,28,0.02815,144551,455449,0.97185,1.6211604672575113,2.277245
1605,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.1,0.002,,0.01,8,4,,,684.7387096774194,11.921529999999995,25,0.97361,14204,585796,0.02639,2.4488156243026458,2.92898
1606,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.1,0.002,,0.001,8,4,,,770.3209677419355,12.908057000000005,8,0.97319,15109,584891,0.02681,1.545027847350274,2.924455
1607,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.1,0.002,,0.001,8,4,,,509.7516129032258,14.739431999999995,27,0.303135,174076,425924,0.696865,1.639468929779187,2.12962
1608,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.2,0.0,,0.01,8,4,,,485.2032258064516,15.682537000000002,26,0.30769,153808,446192,0.69231,0.559803302174471,2.23096
1609,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.2,0.0,,0.01,8,4,,,430.0983870967742,15.141235,29,0.41686,136345,463655,0.58314,0.7443571330149662,2.318275
1610,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.2,0.0,,0.001,8,4,,,478.8209677419355,12.779981999999997,28,0.22458,173666,426334,0.77542,0.9738407413827792,2.13167
1611,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.2,0.0,,0.001,8,4,,,643.4629032258065,13.583621,25,0.664665,144573,455427,0.335335,1.829855485668034,2.277135
1612,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.2,0.002,,0.01,8,4,,,441.3370967741935,15.159884000000002,29,0.060215,139639,460361,0.939785,1.1078256389273509,2.301805
1613,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.2,0.002,,0.01,8,4,,,460.808064516129,14.468977000000002,27,0.526245,158551,441449,0.473755,1.720111960675355,2.207245
1614,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.2,0.002,,0.001,8,4,,,726.3806451612903,11.970952,24,0.69474,43956,556044,0.30526,0.5523093109731417,2.78022
1615,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.2,0.002,,0.001,8,4,,,702.0822580645162,11.642446000000003,23,0.444325,121221,478779,0.555675,1.2486745750136252,2.393895
1616,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.05,0.0,,0.01,8,8,,,419.9112903225807,14.654257,31,0.122475,133442,466558,0.877525,1.0707465359687396,2.33279
1617,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.05,0.0,,0.01,8,8,,,478.46774193548384,15.653906000000006,27,0.628215,60189,539811,0.371785,0.5963344800722911,2.699055
1618,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.05,0.0,,0.001,8,8,,,697.1225806451613,11.706402000000004,23,0.97447,13531,586469,0.02553,1.424112057531526,2.932345
1619,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.05,0.0,,0.001,8,8,,,471.2564516129032,13.906340000000002,27,0.262915,160972,439028,0.737085,1.703946563482058,2.19514
1620,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.05,0.002,,0.01,8,8,,,429.4532258064516,14.307862000000002,30,0.024935,148007,451993,0.975065,1.4662593798234802,2.259965
1621,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.05,0.002,,0.01,8,8,,,460.5741935483871,13.058507,29,0.44015,165763,434237,0.55985,1.6807285866093136,2.171185
1622,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.05,0.002,,0.001,8,8,,,462.8338709677419,14.592427000000004,27,0.025425,148190,451810,0.974575,1.4912307704704977,2.25905
1623,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.05,0.002,,0.001,8,8,,,460.5467741935484,14.96663,29,0.185995,146225,453775,0.814005,1.1410276483410542,2.268875
1624,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.1,0.0,,0.01,8,8,,,464.958064516129,14.998951000000002,27,0.05038,141540,458460,0.94962,1.794570323308767,2.2923
1625,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.1,0.0,,0.01,8,8,,,540.0967741935484,12.377272000000003,25,0.54829,156067,443933,0.45171,1.735714741419343,2.219665
1626,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.1,0.0,,0.001,8,8,,,450.283870967742,13.395128,29,0.072715,146567,453433,0.927285,0.8383181164559123,2.267165
1627,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.1,0.0,,0.001,8,8,,,448.9596774193548,14.945209000000006,29,0.24841,161585,438415,0.75159,0.9815928870781696,2.192075
1628,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.1,0.002,,0.01,8,8,,,738.1564516129032,12.559863,20,0.466765,80202,519798,0.533235,0.5128813815951703,2.59899
1629,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.1,0.002,,0.01,8,8,,,731.9645161290323,12.563843000000002,20,0.97368,14618,585382,0.02632,2.4063415865029087,2.92691
1630,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.1,0.002,,0.001,8,8,,,685.0516129032258,11.788422000000002,25,0.529835,71851,528149,0.470165,0.5619864536802627,2.640745
1631,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.1,0.002,,0.001,8,8,,,707.2112903225807,12.561082,25,0.541745,92049,507951,0.458255,0.7261482506784576,2.539755
1632,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.2,0.0,,0.01,8,8,,,722.3483870967742,12.340392000000003,23,0.900425,62114,537886,0.099575,2.2636058310090763,2.68943
1633,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.2,0.0,,0.01,8,8,,,671.5129032258064,11.454776999999998,25,0.574475,111318,488682,0.425525,0.8965067405166415,2.44341
1634,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.2,0.0,,0.001,8,8,,,431.3774193548387,14.536273000000005,30,0.15942,155868,444132,0.84058,0.7581506601591903,2.22066
1635,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.2,0.0,,0.001,8,8,,,591.8290322580646,12.812499999999998,25,0.547515,162716,437284,0.452485,1.7178372634935852,2.18642
1636,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.2,0.002,,0.01,8,8,,,679.5532258064516,11.538212,25,0.603395,50295,549705,0.396605,0.4342919833479945,2.748525
1637,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.2,0.002,,0.01,8,8,,,776.0096774193548,12.770682999999998,10,0.48474,88816,511184,0.51526,0.7215681026607573,2.55592
1638,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.2,0.002,,0.001,8,8,,,685.1096774193549,11.516758,25,0.960805,22131,577869,0.039195,2.037464473112091,2.889345
1639,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.2,0.002,,0.001,8,8,,,477.8274193548387,15.705349999999992,27,0.20014,163005,436995,0.79986,1.080683367289488,2.184975
1640,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.05,0.0,,0.01,8,16,,,448.5548387096774,14.280146,28,0.45542,91830,508170,0.54458,0.4522054670386284,2.54085
1641,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.05,0.0,,0.01,8,16,,,773.9370967741935,12.750407,12,0.876635,42158,557842,0.123365,2.3066367400849006,2.78921
1642,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.05,0.0,,0.001,8,16,,,495.59032258064514,14.433129,26,0.610665,32323,567677,0.389335,0.3723153441549603,2.838385
1643,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.05,0.0,,0.001,8,16,,,537.4048387096774,14.968072999999997,25,0.290185,172714,427286,0.709815,1.6449592663543282,2.13643
1644,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.05,0.002,,0.01,8,16,,,720.9709677419355,11.908856000000004,24,0.975275,13187,586813,0.024725,2.4526569699669887,2.934065
1645,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.05,0.002,,0.01,8,16,,,679.108064516129,11.314915000000004,25,0.66238,43504,556496,0.33762,0.6298956367090298,2.78248
1646,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.05,0.002,,0.001,8,16,,,468.8806451612903,15.170550999999996,26,0.024875,148298,451702,0.975125,1.438118165885847,2.25851
1647,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.05,0.002,,0.001,8,16,,,441.3854838709677,14.819450999999995,28,0.52239,97790,502210,0.47761,0.7353992292126638,2.51105
1648,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.1,0.0,,0.01,8,16,,,481.9403225806452,13.193095999999995,28,0.486825,86911,513089,0.513175,0.4893888965007069,2.565445
1649,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.1,0.0,,0.01,8,16,,,719.1548387096774,12.448921,25,0.949185,30964,569036,0.050815,2.3850696102351368,2.84518
1650,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.1,0.0,,0.001,8,16,,,449.95,15.441835999999997,29,0.060315,145542,454458,0.939685,1.7715108853364316,2.27229
1651,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.1,0.0,,0.001,8,16,,,521.2354838709678,13.496467,25,0.486255,166410,433590,0.513745,1.6846838235519497,2.16795
1652,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.1,0.002,,0.01,8,16,,,680.7,10.994307999999998,25,0.973075,15405,584595,0.026925,2.4440191112231235,2.922975
1653,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.1,0.002,,0.01,8,16,,,734.5612903225806,12.398742999999993,18,0.9728,13759,586241,0.0272,2.450569303626148,2.931205
1654,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.1,0.002,,0.001,8,16,,,443.5564516129032,14.962286,29,0.02613,147055,452945,0.97387,1.4813914550797458,2.264725
1655,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.1,0.002,,0.001,8,16,,,687.8903225806451,11.904543000000002,23,0.31002,124388,475612,0.68998,0.8886373853207777,2.37806
1656,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.2,0.0,,0.01,8,16,,,753.6193548387097,11.977804,21,0.9002,61796,538204,0.0998,2.264848842890868,2.69102
1657,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.2,0.0,,0.01,8,16,,,568.4387096774194,12.987204999999996,25,0.591155,109689,490311,0.408845,0.91041915485581,2.451555
1658,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.2,0.0,,0.001,8,16,,,585.6225806451613,13.138458999999996,25,0.275595,157496,442504,0.724405,0.6836126438367907,2.21252
1659,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.2,0.0,,0.001,8,16,,,685.8677419354839,14.231521,25,0.34372,154161,445839,0.65628,0.9846890761189424,2.229195
1660,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.2,0.002,,0.01,8,16,,,409.2564516129032,16.202419000000006,31,0.69424,30130,569870,0.30576,0.4128907724150694,2.84935
1661,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.2,0.002,,0.01,8,16,,,765.2645161290322,15.379754999999996,15,0.96159,22710,577290,0.03841,2.416402460680092,2.88645
1662,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.2,0.002,,0.001,8,16,,,743.2193548387097,14.904916000000002,21,0.96083,23959,576041,0.03917,2.030996797457862,2.880205
1663,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.2,0.002,,0.001,8,16,,,669.5258064516129,12.886641000000004,25,0.44862,113571,486429,0.55138,0.8132610153277922,2.432145
1664,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.05,0.0,,0.01,8,32,,,663.7048387096775,13.571819,25,0.974955,13474,586526,0.025045,1.392777960929522,2.93263
1665,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.05,0.0,,0.01,8,32,,,727.1629032258064,15.044656000000009,16,0.974935,13522,586478,0.025065,2.4512810835969447,2.93239
1666,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.05,0.0,,0.001,8,32,,,750.5241935483871,15.286192,16,0.61426,33284,566716,0.38574,0.3458967437113718,2.83358
1667,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.05,0.0,,0.001,8,32,,,439.4032258064516,18.737907,29,0.38711,110638,489362,0.61289,0.7922303605856205,2.44681
1668,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.05,0.002,,0.01,8,32,,,696.1516129032258,13.929061,25,0.6396,40529,559471,0.3604,0.4533460992497971,2.797355
1669,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.05,0.002,,0.01,8,32,,,744.4677419354839,15.590212000000005,15,0.974115,14135,585865,0.025885,2.449037478287667,2.929325
1670,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.05,0.002,,0.001,8,32,,,709.483870967742,14.519109000000004,24,0.68923,18263,581737,0.31077,0.3080965431453483,2.908685
1671,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.05,0.002,,0.001,8,32,,,454.7435483870968,17.110422999999997,30,0.48907,79433,520567,0.51093,0.7179630857531822,2.602835
1672,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.1,0.0,,0.01,8,32,,,658.4629032258065,14.185828,25,0.94975,31094,568906,0.05025,2.3844776403672623,2.84453
1673,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.1,0.0,,0.01,8,32,,,704.9322580645161,14.495499000000004,24,0.950375,31169,568831,0.049625,2.3840278431374,2.844155
1674,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.1,0.0,,0.001,8,32,,,532.3177419354839,15.840884000000004,25,0.59719,35955,564045,0.40281,0.4607133994554369,2.820225
1675,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.1,0.0,,0.001,8,32,,,555.9177419354838,16.325011,25,0.54568,161628,438372,0.45432,1.7075904954227892,2.19186
1676,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.1,0.002,,0.01,8,32,,,711.6370967741935,14.367672000000004,22,0.76489,32111,567889,0.23511,0.3101072576220672,2.839445
1677,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.1,0.002,,0.01,8,32,,,706.1048387096774,14.053632000000002,25,0.96855,15531,584469,0.03145,2.4460398445174856,2.922345
1678,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.95,0.1,0.002,,0.001,8,32,,,468.2935483870968,19.017605000000003,27,0.65267,15065,584935,0.34733,0.3597294556778288,2.924675
1679,DQN,"TitForTat,TidemanAndChieruzzi,Nydegger,Grofman,Shubik",0.99,0.1,0.002,,0.001,8,32,,,476.6483870967742,16.208138,28,0.39221,176473,423527,0.60779,1.6262491053110004,2.117635
