,model,lookback,epsilon,epsilon_decay,decay_limit,learning_rate,discount_rate,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
38,,8,0.05,0.0,0.05,0.01,0.95,0.7512833333333333,0.24871666666666667,,2.2216283333333333,1332977.0,467023.0,23,688.5241935483871,0.7804429999999999,"TitForTat,AllC,AllD"
39,,8,0.05,0.0,0.05,0.01,0.99,0.6969683333333333,0.30303166666666664,,2.2752083333333335,1365125.0,434875.0,25,692.3435483870968,0.818904,"TitForTat,AllC,AllD"
40,,8,0.1,0.0,0.05,0.001,0.95,0.5604916666666667,0.43950833333333333,,2.1946266666666667,1316776.0,483224.0,28,453.73387096774195,3.4234430000000007,"TitForTat,AllC,AllD"
41,,8,0.1,0.0,0.05,0.001,0.99,0.5808683333333333,0.4191316666666667,,2.43138,1458828.0,341172.0,16,748.2903225806451,0.8863639999999999,"TitForTat,AllC,AllD"
42,,8,0.1,0.0,0.05,0.01,0.95,0.61319,0.38681,,2.34032,1404192.0,395808.0,27,449.60483870967744,2.871967000000001,"TitForTat,AllC,AllD"
43,,8,0.1,0.0,0.05,0.01,0.99,0.632555,0.367445,,2.246835,1348101.0,451899.0,25,692.4112903225806,0.7769979999999997,"TitForTat,AllC,AllD"
44,,8,0.2,0.0,0.05,0.001,0.95,0.40901666666666664,0.5909833333333333,,2.1320733333333335,1279244.0,520756.0,29,437.98548387096776,2.713922999999999,"TitForTat,AllC,AllD"
45,,8,0.2,0.0,0.05,0.001,0.99,0.41311333333333333,0.5868866666666667,,2.097615,1258569.0,541431.0,18,759.6645161290322,0.86537,"TitForTat,AllC,AllD"
46,,8,0.2,0.0,0.05,0.01,0.95,0.5537916666666667,0.4462083333333333,,2.2886366666666667,1373182.0,426818.0,31,435.9612903225806,3.1517190000000004,"TitForTat,AllC,AllD"
47,,8,0.2,0.0,0.05,0.01,0.99,0.6376516666666666,0.36234833333333333,,2.2321583333333335,1339295.0,460705.0,22,743.1306451612903,0.8913590000000001,"TitForTat,AllC,AllD"
48,,10,0.05,0.0,0.05,0.001,0.95,0.6757616666666667,0.32423833333333335,,2.2159466666666665,1329568.0,470432.0,25,481.28709677419357,3.2305820000000005,"TitForTat,AllC,AllD"
49,,10,0.05,0.0,0.05,0.001,0.99,0.7022166666666667,0.29778333333333334,,2.2389966666666665,1343398.0,456602.0,20,739.8822580645161,0.9036639999999998,"TitForTat,AllC,AllD"
50,,10,0.05,0.0,0.05,0.01,0.95,0.7864066666666667,0.21359333333333333,,2.182415,1309449.0,490551.0,25,691.7370967741936,0.8311489999999997,"TitForTat,AllC,AllD"
51,,10,0.05,0.0,0.05,0.01,0.99,0.7607183333333334,0.23928166666666667,,2.2369516666666667,1342171.0,457829.0,30,437.76612903225805,2.948149,"TitForTat,AllC,AllD"
52,,10,0.1,0.0,0.05,0.001,0.95,0.6041716666666667,0.39582833333333334,,2.2429866666666665,1345792.0,454208.0,24,689.5451612903225,0.8031019999999999,"TitForTat,AllC,AllD"
53,,10,0.1,0.0,0.05,0.001,0.99,0.655765,0.344235,,2.339818333333333,1403891.0,396109.0,13,760.8725806451613,0.9475840000000003,"TitForTat,AllC,AllD"
54,,10,0.1,0.0,0.05,0.01,0.95,0.6893916666666666,0.3106083333333333,,2.2280716666666667,1336843.0,463157.0,18,733.7693548387097,0.8686999999999997,"TitForTat,AllC,AllD"
55,,10,0.1,0.0,0.05,0.01,0.99,0.7131983333333334,0.2868016666666667,,2.1930816666666666,1315849.0,484151.0,22,741.1806451612903,0.8138699999999996,"TitForTat,AllC,AllD"
56,,10,0.2,0.0,0.05,0.001,0.95,0.44851166666666664,0.5514883333333334,,2.1825833333333335,1309550.0,490450.0,27,467.96774193548384,2.849989999999999,"TitForTat,AllC,AllD"
57,,10,0.2,0.0,0.05,0.001,0.99,0.43811666666666665,0.5618833333333333,,2.1285966666666667,1277158.0,522842.0,12,761.4225806451612,0.9107800000000003,"TitForTat,AllC,AllD"
58,,10,0.2,0.0,0.05,0.01,0.95,0.54883,0.45117,,2.2641583333333335,1358495.0,441505.0,25,660.7112903225807,0.772935,"TitForTat,AllC,AllD"
59,,10,0.2,0.0,0.05,0.01,0.99,0.5665166666666667,0.43348333333333333,,2.23956,1343736.0,456264.0,25,713.1209677419355,0.7968689999999999,"TitForTat,AllC,AllD"
