,ModelType,agents,decay_limit,discount_rate,epsilon,epsilon_decay,learning_rate,lookback,tn_mean_score,tn_mean_time,tn_rank,tr_cooperation_percentage,tr_cumul_regret,tr_cumul_reward,tr_defection_percentage,tr_final_loss,tr_mean_reward
592,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.01,6.0,421.6741935483871,11.171924,30.0,0.570185,95593.0,504407.0,0.429815,,2.522035
593,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.1,6.0,482.3112903225807,5.125662999999999,27.0,0.66851,58983.0,541017.0,0.33149,,2.705085
594,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.1,6.0,477.9354838709677,3.5683,28.0,0.631405,57499.0,542501.0,0.368595,,2.712505
595,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.1,6.0,467.6241935483871,4.927489,27.0,0.608035,53404.0,546596.0,0.391965,,2.73298
596,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.01,6.0,751.4612903225807,1.3999059999999997,16.0,0.6792,104087.0,495913.0,0.3208,,2.479565
597,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.01,6.0,735.1935483870968,0.984338,21.0,0.62408,95865.0,504135.0,0.37592,,2.520675
598,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.01,6.0,460.1193548387097,4.089292,30.0,0.626335,76567.0,523433.0,0.373665,,2.617165
599,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.1,6.0,448.55,4.552807999999999,30.0,0.68111,85070.0,514930.0,0.31889,,2.57465
600,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.1,6.0,433.68870967741935,3.782933999999999,31.0,0.643135,69097.0,530903.0,0.356865,,2.654515
601,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.1,6.0,470.8290322580645,4.523395999999999,27.0,0.60614,52351.0,547649.0,0.39386,,2.738245
602,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.01,6.0,425.4274193548387,3.353397,31.0,0.712595,70329.0,529671.0,0.287405,,2.648355
603,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.01,6.0,696.2709677419355,0.7968719999999995,24.0,0.667595,103109.0,496891.0,0.332405,,2.484455
604,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.01,6.0,713.0290322580645,1.115592,21.0,0.648105,106550.0,493450.0,0.351895,,2.46725
605,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.1,6.0,733.8532258064516,1.2869449999999991,21.0,0.69318,69837.0,530163.0,0.30682,,2.650815
606,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.1,6.0,429.3112903225807,4.494687999999997,31.0,0.64788,62234.0,537766.0,0.35212,,2.68883
607,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.1,6.0,466.2016129032258,4.20283,27.0,0.595525,53067.0,546933.0,0.404475,,2.734665
608,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.01,8.0,697.5451612903225,1.085607,25.0,0.64273,113296.0,486704.0,0.35727,,2.43352
609,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.01,8.0,438.2548387096774,3.634938,29.0,0.665915,86582.0,513418.0,0.334085,,2.56709
610,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.01,8.0,706.5096774193548,2.3503840000000005,25.0,0.588935,108362.0,491638.0,0.411065,,2.45819
611,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.1,8.0,730.3306451612904,1.9485369999999995,25.0,0.688405,84056.0,515944.0,0.311595,,2.57972
612,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.1,8.0,783.0306451612903,2.1424260000000004,9.0,0.691525,88674.0,511326.0,0.308475,,2.55663
613,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.1,8.0,457.2048387096774,7.932499999999999,30.0,0.681505,56487.0,543513.0,0.318495,,2.717565
614,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.01,8.0,738.9677419354839,1.915165,22.0,0.6625,107291.0,492709.0,0.3375,,2.463545
615,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.01,8.0,462.73548387096776,4.556884,27.0,0.589665,125389.0,474611.0,0.410335,,2.373055
616,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.01,8.0,432.8483870967742,4.615692,31.0,0.57107,92586.0,507414.0,0.42893,,2.53707
617,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.1,8.0,650.8677419354839,0.9657970000000002,25.0,0.718325,92534.0,507466.0,0.281675,,2.53733
618,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.1,8.0,688.9,1.243019,25.0,0.72154,65025.0,534975.0,0.27846,,2.674875
619,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.1,8.0,504.22741935483873,7.666471999999999,26.0,0.647715,59164.0,540836.0,0.352285,,2.70418
620,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.01,8.0,457.241935483871,4.165334,28.0,0.65689,108736.0,491264.0,0.34311,,2.45632
621,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.01,8.0,483.36451612903227,6.286478000000001,26.0,0.610815,100865.0,499135.0,0.389185,,2.495675
622,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.01,8.0,721.3306451612904,1.923203,21.0,0.61933,92263.0,507737.0,0.38067,,2.538685
623,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.1,8.0,724.1064516129032,1.463496,23.0,0.717145,92196.0,507804.0,0.282855,,2.53902
624,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.1,8.0,718.2112903225807,1.7870660000000005,23.0,0.693365,75975.0,524025.0,0.306635,,2.620125
625,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.1,8.0,487.1,4.310655000000001,26.0,0.665165,80265.0,519735.0,0.334835,,2.598675
626,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.01,10.0,711.4870967741936,1.1038109999999997,25.0,0.62368,109728.0,490272.0,0.37632,,2.45136
627,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.01,10.0,708.2064516129033,1.255379,25.0,0.57214,117036.0,482964.0,0.42786,,2.41482
628,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.01,10.0,417.8467741935484,4.761126999999998,30.0,0.630985,126126.0,473874.0,0.369015,,2.36937
629,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.1,10.0,726.3032258064516,1.374664,21.0,0.746735,77506.0,522494.0,0.253265,,2.61247
630,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.1,10.0,734.1758064516129,1.2191639999999997,18.0,0.685525,95241.0,504759.0,0.314475,,2.523795
631,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.1,10.0,723.6887096774194,1.0468460000000002,20.0,0.68264,81874.0,518126.0,0.31736,,2.59063
632,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.01,10.0,761.3467741935484,1.228107,15.0,0.654195,110206.0,489794.0,0.345805,,2.44897
633,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.01,10.0,690.3193548387097,1.4775310000000004,25.0,0.68476,116833.0,483167.0,0.31524,,2.415835
634,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.01,10.0,723.9854838709678,1.117457,22.0,0.623755,137156.0,462844.0,0.376245,,2.31422
635,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.1,10.0,737.3677419354839,1.2373670000000003,20.0,0.74151,81962.0,518038.0,0.25849,,2.59019
636,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.1,10.0,740.4612903225807,1.1383059999999998,18.0,0.704575,89256.0,510744.0,0.295425,,2.55372
637,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.1,10.0,416.65645161290325,3.549595,31.0,0.687405,99589.0,500411.0,0.312595,,2.502055
638,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.01,10.0,435.7677419354839,4.608490999999999,29.0,0.57344,120904.0,479096.0,0.42656,,2.39548
639,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.01,10.0,676.5435483870967,0.9892820000000002,25.0,0.605875,117004.0,482996.0,0.394125,,2.41498
640,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.01,10.0,664.9435483870968,1.1635340000000003,25.0,0.623805,107364.0,492636.0,0.376195,,2.46318
641,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.1,10.0,720.3177419354839,1.2748930000000005,25.0,0.728115,106659.0,493341.0,0.271885,,2.466705
642,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.1,10.0,433.3306451612903,3.892581999999999,31.0,0.73641,98655.0,501345.0,0.26359,,2.506725
643,TABULAR,"TitForTat,Nydegger,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.1,10.0,680.4951612903226,1.899821,24.0,0.700585,86649.0,513351.0,0.299415,,2.566755
644,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.01,1.0,662.5887097,2.39204,25.0,0.874175,66548.0,653452.0,0.125825,,2.722716667
645,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.01,1.0,720.4403226,2.04207,19.0,0.880354167,71111.0,648889.0,0.119645833,,2.703704167
646,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.01,1.0,671.7403226,1.878707,25.0,0.856054167,81934.0,638066.0,0.143945833,,2.658608333
647,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.1,1.0,711.9370968,1.439905,24.0,0.7999625,82211.0,637789.0,0.2000375,,2.657454167
648,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.1,1.0,660.0645161,1.451159,25.0,0.785075,87869.0,632131.0,0.214925,,2.633879167
649,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.1,1.0,723.7467742,2.16972,20.0,0.759329167,100164.0,619836.0,0.240670833,,2.58265
650,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.01,1.0,712.2983871,1.503295,24.0,0.896904167,64516.0,655484.0,0.103095833,,2.731183333
651,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.01,1.0,770.233871,1.238669,6.0,0.882216667,67961.0,652039.0,0.117783333,,2.716829167
652,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.01,1.0,647.3580645,1.468259,25.0,0.8859125,70345.0,649655.0,0.1140875,,2.706895833
653,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.1,1.0,506.7177419,6.240565,25.0,0.7980625,94951.0,625049.0,0.2019375,,2.604370833
654,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.1,1.0,730.2048387,1.166929,18.0,0.795120833,87826.0,632174.0,0.204879167,,2.634058333
655,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.1,1.0,477.6903226,6.363971,26.0,0.763695833,96019.0,623981.0,0.236304167,,2.599920833
656,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.01,1.0,749.8112903,1.247694,20.0,0.863929167,81299.0,638701.0,0.136070833,,2.661254167
657,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.01,1.0,707.5693548,1.340044,24.0,0.842620833,86833.0,633167.0,0.157379167,,2.638195833
658,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.01,1.0,769.4112903,1.264125,12.0,0.8826375,74965.0,645035.0,0.1173625,,2.687645833
659,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.1,1.0,740.3951613,1.505976,15.0,0.801120833,81426.0,638574.0,0.198879167,,2.660725
660,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.1,1.0,692.5403226,1.126687,24.0,0.785904167,87201.0,632799.0,0.214095833,,2.6366625
661,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.1,1.0,693.6854839,1.480019,25.0,0.760741667,92852.0,627148.0,0.239258333,,2.613116667
662,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.01,2.0,663.0822581,1.255515,25.0,0.568279167,196033.0,523967.0,0.431720833,,2.183195833
663,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.01,2.0,455.733871,4.605726,28.0,0.864558333,77906.0,642094.0,0.135441667,,2.675391667
664,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.01,2.0,674.7096774,1.200571,25.0,0.7994625,126233.0,593767.0,0.2005375,,2.474029167
665,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.1,2.0,691.5370968,1.245022,25.0,0.702916667,115254.0,604746.0,0.297083333,,2.519775
666,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.1,2.0,666.6887097,1.751714,25.0,0.665720833,124345.0,595655.0,0.334279167,,2.481895833
667,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.1,2.0,666.9822581,1.071919,25.0,0.625854167,131023.0,588977.0,0.374145833,,2.454070833
668,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.01,2.0,686.7709677,1.196721,25.0,0.692279167,129367.0,590633.0,0.307720833,,2.460970833
669,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.01,2.0,733.5483871,1.500233,22.0,0.8316875,108240.0,611760.0,0.1683125,,2.549
670,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.01,2.0,729.5,1.298582,22.0,0.804216667,104831.0,615169.0,0.195783333,,2.563204167
671,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.1,2.0,710.7516129,1.210482,24.0,0.7016375,111391.0,608609.0,0.2983625,,2.535870833
672,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.1,2.0,450.8403226,5.096198,29.0,0.659991667,127080.0,592920.0,0.340008333,,2.4705
673,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.1,2.0,702.2774194,1.372815,25.0,0.617404167,134360.0,585640.0,0.382595833,,2.440166667
674,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.01,2.0,492.2,5.106189,26.0,0.6515125,153789.0,566211.0,0.3484875,,2.3592125
675,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.01,2.0,677.4806452,1.120244,25.0,0.764758333,106952.0,613048.0,0.235241667,,2.554366667
676,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.01,2.0,718.0209677,1.338631,24.0,0.748941667,89429.0,630571.0,0.251058333,,2.627379167
677,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.1,2.0,771.1967742,1.378406,10.0,0.7058875,114463.0,605537.0,0.2941125,,2.523070833
678,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.1,2.0,693.7548387,1.317031,24.0,0.674045833,125174.0,594826.0,0.325954167,,2.478441667
679,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.1,2.0,707.4596774,1.538453,24.0,0.636016667,133118.0,586882.0,0.363983333,,2.445341667
680,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.01,4.0,726.4758065,1.931332,22.0,0.8028125,100691.0,619309.0,0.1971875,,2.580454167
681,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.01,4.0,441.4370968,5.486138,31.0,0.556916667,152824.0,567176.0,0.443083333,,2.363233333
682,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.01,4.0,426.0677419,4.944008,30.0,0.560075,130950.0,589050.0,0.439925,,2.454375
683,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.1,4.0,716.8354839,1.498679,21.0,0.709379167,114723.0,605277.0,0.290620833,,2.5219875
684,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.1,4.0,767.8870968,1.613106,11.0,0.622420833,123985.0,596015.0,0.377579167,,2.483395833
685,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.1,4.0,734.8096774,1.100082,20.0,0.591375,98453.0,621547.0,0.408625,,2.589779167
686,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.01,4.0,712.7774194,1.139153,22.0,0.745933333,115518.0,604482.0,0.254066667,,2.518675
687,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.01,4.0,689.6580645,2.628514,25.0,0.4079875,189740.0,530260.0,0.5920125,,2.209416667
688,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.01,4.0,421.0064516,4.703982,31.0,0.741470833,100966.0,619034.0,0.258529167,,2.579308333
689,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.1,4.0,733.2177419,1.939444,19.0,0.713629167,108540.0,611460.0,0.286370833,,2.54775
690,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.1,4.0,729.983871,1.230279,24.0,0.654004167,114002.0,605998.0,0.345995833,,2.524991667
691,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.1,4.0,714.6048387,1.934584,24.0,0.594154167,97163.0,622837.0,0.405845833,,2.595154167
692,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.01,4.0,469.9467742,7.495809,28.0,0.678366667,156481.0,563519.0,0.321633333,,2.347995833
693,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.01,4.0,435.8564516,5.692005,30.0,0.540016667,189357.0,530643.0,0.459983333,,2.2110125
694,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.01,4.0,502.6016129,5.378326,25.0,0.663133333,114089.0,605911.0,0.336866667,,2.524629167
695,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.1,4.0,705.8403226,1.612939,24.0,0.719954167,108736.0,611264.0,0.280045833,,2.546933333
696,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.1,4.0,750.1774194,1.237575,16.0,0.628770833,119873.0,600127.0,0.371229167,,2.500529167
697,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.1,4.0,724.7177419,1.480877,21.0,0.594975,113919.0,606081.0,0.405025,,2.5253375
698,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.01,6.0,724.5129032,1.528524,20.0,0.609720833,179843.0,540157.0,0.390279167,,2.250654167
699,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.01,6.0,691.0419355,1.372961,25.0,0.5556375,205275.0,514725.0,0.4443625,,2.1446875
700,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.01,6.0,721.3790323,1.55269,22.0,0.66645,104091.0,615909.0,0.33355,,2.5662875
701,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.1,6.0,459.0822581,5.207318,29.0,0.718204167,116572.0,603428.0,0.281795833,,2.514283333
702,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.1,6.0,431.616129,4.465157,29.0,0.7049125,74063.0,645937.0,0.2950875,,2.691404167
703,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.1,6.0,465.2483871,3.992081,29.0,0.629820833,93738.0,626262.0,0.370179167,,2.609425
704,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.01,6.0,462.2112903,3.23506,29.0,0.606245833,154488.0,565512.0,0.393754167,,2.3563
705,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.01,6.0,727.6241935,0.855084,25.0,0.615025,101033.0,618967.0,0.384975,,2.579029167
706,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.01,6.0,442.6080645,3.056805,30.0,0.573891667,174046.0,545954.0,0.426108333,,2.274808333
707,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.1,6.0,464.1580645,4.108434,29.0,0.741408333,97529.0,622471.0,0.258591667,,2.593629167
708,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.1,6.0,690.1306452,1.480081,24.0,0.651375,97011.0,622989.0,0.348625,,2.5957875
709,TABULAR,"TitForTat,Nydegger,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.1,6.0,724.8145161,0.873053,23.0,0.663745833,87237.0,632763.0,0.336254167,,2.6365125
